,seller,cName,name,brandName,Prices,recOnly,recPrices,special,specialData,type,wholesalePrices
38,Shiva's rose,ajax-lady-hand-pipe-colour-changing,Ajax Lady Hand Pipe -  Colour Changing,Cheech & Chong,30.0,False,,,,Accessories,
39,Shiva's rose,arizona-stash-cans-green-tea-lemonade,Arizona Stash Cans - Green Tea Lemonade,Stash Cans,29.95,False,,,,Accessories,
40,Shiva's rose,arizona-stash-cans-iced-tea-lemon,Arizona Stash Cans - Iced Tea Lemon,Stash Cans,29.95,False,,,,Accessories,
41,Shiva's rose,banana-bread-pre-roll-1g,Banana Bread Pre-Roll | 1g,Gage Cannabis Co.,13.75,False,,,,Pre-Rolls,
42,Shiva's rose,beamer-fresh-out-the-dryer-candle-12-oz,"Beamer Fresh Out The Dryer Candle , 12 oz",Beamer,19.95,False,,,,Accessories,
43,Shiva's rose,beamer-smoke-killer-back-in-the-day-orange-creamsicle,Beamer Smoke Killer - Back In The Day Orange Creamsicle,Beamer,19.95,False,,,,Accessories,
44,Shiva's rose,beamer-smoke-killer-bomb-ass-banana-bread-12oz,Beamer Smoke Killer - Bomb Ass Banana Bread 12oz,Beamer,19.95,False,,,,Accessories,
45,Shiva's rose,beamer-smoke-killer-candle-12oz,"Beamer Smoke Killer Candle, 12oz",Beamer,19.95,False,,,,Accessories,
46,Shiva's rose,benny-blunto-3-pack-prerolls-1-5g,Benny Blunto 3-Pack Prerolls | 1.5g,The Loud Plug,20.95,False,,,,Pre-Rolls,
47,Shiva's rose,berry-terps-flavoured-terpenes-filters,Berry Terps Flavoured Terpenes Filters,King Palm,1.75,False,,,,Accessories,
48,Shiva's rose,bic-lighters-donuts-series,Bic Lighters Donuts Series,Bic,2.75,False,,,,Accessories,
49,Shiva's rose,birthday-cake,Birthday Cake,Freedom Cannabis,142.2,False,,,,Flower,
50,Shiva's rose,black-bloordale-circle-large,Black Bloordale Circle - Large,Shivaa's Rose,28.0,False,,,,Apparel,
51,Shiva's rose,black-bloordale-text-shirt,Black Bloordale Text Shirt,Shivaa's Rose,28.0,False,,,,Apparel,
52,Shiva's rose,black-cherry-rapid-seltzer,Black Cherry Rapid Seltzer,Versus,5.2,False,,,,Edible,
53,Shiva's rose,blazy-susan-pink-cotton-buds,Blazy Susan Pink Cotton Buds,Blazy Susan,8.5,False,,,,Accessories,
54,Shiva's rose,blazy-susan-silicone-ashtray,Blazy Susan Silicone Ashtray,Blazy Susan,21.95,False,,,,Accessories,
55,Shiva's rose,blood-orange-yuzu-vanilla-sparkling-juice,Blood Orange Yuzu & Vanilla Sparkling Juice,Collective Project,8.75,False,,,,Edible,
56,Shiva's rose,blue-dream-pre-roll-10-pack-3g,Blue Dream Pre-Roll 10-pack | 3g,Pure Sunfarms,19.5,False,,,,Pre-Rolls,
57,Shiva's rose,blue-raspberry-cbd-pure-chews-100mg,Blue Raspberry CBD Pure Chews | 100mg,Pure Extracts,10.2,False,9.18,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
58,Shiva's rose,blue-razzleberry-3-1-cbg-thc-gummies,Blue Razzleberry 3:1 CBG/THC Gummies,Pearls,4.75,False,4.28,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
59,Shiva's rose,blueberry-fuego-pre-roll-3-pack-1-5g,Blueberry Fuego Pre-Roll 3-pack | 1.5g,Next Friday,20.2,False,,,,Pre-Rolls,
60,Shiva's rose,boom-out-odour-eliminator-candle-13oz,Boom Out Odour Eliminator Candle 13oz,Boom Out,17.5,False,,,,Accessories,
61,Shiva's rose,breaking-dexter-metal-rolling-tray-small,Breaking Dexter Metal Rolling Tray - Small,Smoke Arsenal,9.5,False,,,,Accessories,
62,Shiva's rose,buddswood-metal-rolling-tray-small,Buddswood Metal Rolling Tray - Small,Smoke Arsenal,9.95,False,,,,Accessories,
63,Shiva's rose,burger-pipe-mug,Burger Pipe Mug,Smoke Arsenal,29.95,False,,,,Accessories,
64,Shiva's rose,butt-bucket-black-small-extinguishing-ashtray,Butt Bucket Black Small Extinguishing Ashtray,Butt Bucket,4.0,False,,,,Accessories,
65,Shiva's rose,cbd-bugx-relief,CBD BugX Relief,Aiki Skin,27.2,False,,,,Topicals,
66,Shiva's rose,cbd-daily-relief-cream,CBD Daily Relief Cream,Dosecann,42.75,False,,,,Topicals,
67,Shiva's rose,cbd-runtz,CBD Runtz,Orchid CBD,25.2,False,,,,Flower,
68,Shiva's rose,cbd-runtz-pre-roll-5-pack-2-5g,CBD Runtz Pre-Roll 5-pack | 2.5g,Orchid CBD,25.5,False,,,,Pre-Rolls,
69,Shiva's rose,cbd-tattoo-aftercare-balm,CBD Tattoo Aftercare Balm,Aiki Skin,42.5,False,,,,Topicals,
70,Shiva's rose,cbg-cbd-1-2-advanced-formula-oil-30ml-27160,CBG:CBD 1:2 Advanced Formula Oil | 30ml,MediPharm Labs,54.95,True,,,,Concentrate,
71,Shiva's rose,canadian-maple-organic-hemp-wraps,Canadian Maple Organic Hemp Wraps,Low Cloud Organic Hemp Wraps,4.0,False,,,,Accessories,
72,Shiva's rose,candied-extract-lozenges,Candied Extract Lozenges,A-HA!,17.5,False,15.75,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
73,Shiva's rose,canna-mom-ceramic-stash-jar-white,Canna Mom Ceramic Stash Jar - White,Generic,20.0,False,,,,Accessories,
74,Shiva's rose,cannabolish-odor-removing-candle-7oz-20980,Cannabolish Odor Removing Candle -7oz,Generic,20.0,False,,,,Accessories,
75,Shiva's rose,celtzer-mixer-beverage-4-pack,Celtzer Mixer Beverage 4-pack,Little Victory,19.2,False,,,,Edible,
76,Shiva's rose,cheeseburger-stash-jar,Cheeseburger Stash Jar,Fashioncraft,27.5,False,,,,Accessories,
77,Shiva's rose,cherry-jam,Cherry Jam,Wagners,83.75,False,,,,Flower,
78,Shiva's rose,cherry-kush-infused-blunt-1g,Cherry Kush Infused Blunt | 1g,BoxHot,14.75,False,,,,Pre-Rolls,
79,Shiva's rose,choast-king-size-papers-and-tips,Choast King Size Papers And Tips,Choast Rolls,3.5,False,,,,Accessories,
80,Shiva's rose,chocolate-brownies,Chocolate Brownies,Olli,11.98,False,10.78,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
81,Shiva's rose,classic-kingsize-cones-3-pack,Classic Kingsize Cones | 3-Pack,RAW,3.5,False,,,,Accessories,
82,Shiva's rose,classic-original-cola-10mg,Classic Original Cola | 10mg,Keef,6.5,False,,,,Edible,
83,Shiva's rose,clipper-raw-black-series-lighters,Clipper RAW Black Series Lighters,Clipper,3.0,False,,,,Accessories,
84,Shiva's rose,cola-chaos-gummies-4-pack,Cola Chaos Gummies 4-pack,SHRED,4.95,False,4.46,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
85,Shiva's rose,cookies-n-cream,Cookies 'N Cream,MTL Cannabis,91.95,False,,,,Flower,
86,Shiva's rose,cotton-swabs-pack-of-110-by-resolution,Cotton Swabs Pack of 110 by ResOlution,Resolution,6.0,False,,,,Accessories,
87,Shiva's rose,cyclo-spiral-hand-pipe,Cyclo-Spiral Hand Pipe,Smoke Arsenal,7.0,False,,,,Accessories,
88,Shiva's rose,cyclones-clear-cones-purple-unknown,Cyclones Clear Cones - Purple Unknown,Cyclones,3.0,False,,,,Accessories,
89,Shiva's rose,cyclones-cones-blakk-widow,Cyclones Cones - Blakk Widow,Cyclones,3.0,False,,,,Accessories,
90,Shiva's rose,dankmeister-xl,Dankmeister XL,SHRED,26.75,False,,,,Flower,
91,Shiva's rose,deep-space-soda,Deep Space Soda,Deep Space,7.5,False,,,,Edible,
92,Shiva's rose,desi,Desi,Ontario Micro Growers,37.75,False,,,,Flower,
93,Shiva's rose,designer-metal-rolling-tray-medium,Designer Metal Rolling Tray - Medium,Smoke Arsenal,11.5,False,,,,Accessories,
94,Shiva's rose,donut-stash-jar,Donut Stash Jar,Fashioncraft,27.5,False,,,,Accessories,
95,Shiva's rose,double-apple-blunt-wrap-5-pack,Double Apple Blunt Wrap - 5 pack,High Tea Leaf,7.0,False,,,,Accessories,
96,Shiva's rose,dragon-fruit-chews,Dragon Fruit Chews,Olli,6.5,False,5.85,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
97,Shiva's rose,eagle-emoji-pt113ej-torch-lighter,Eagle Emoji (PT113EJ) Torch Lighter,Eagle,9.95,False,,,,Accessories,
98,Shiva's rose,eagle-sky-tie-dye-sk101td-torch-lighter,Eagle SKY Tie Dye (SK101TD) Torch Lighter,Eagle,12.75,False,,,,Accessories,
99,Shiva's rose,eagle-sky-sugar-skull-torch-gun,Eagle Sky Sugar Skull Torch Gun,Eagle,12.75,False,,,,Accessories,
100,Shiva's rose,eagle-smokemojis-s113b-torch-lighter,Eagle Smokemojis (S113B) Torch Lighter,Eagle,9.95,False,,,,Accessories,
101,Shiva's rose,eggplant-pipe,Eggplant Pipe,Fashioncraft,27.5,False,,,,Accessories,
102,Shiva's rose,elements-joint-tips-filters-elements-tips,Elements - Joint Tips/Filters - Elements Tips,ELEMENTS,2.0,False,,,,Accessories,
103,Shiva's rose,elements-rice-1-1-4-rolling-papers,Elements Rice 1 1/4 Rolling Papers,ELEMENTS,2.75,False,,,,Accessories,
104,Shiva's rose,elements-rice-ks-slim-rolling-papers,Elements Rice KS Slim Rolling Papers,ELEMENTS,2.25,False,,,,Accessories,
