,seller,cName,name,brandName,Prices,recOnly,recPrices,special,specialData,type,wholesalePrices
485,Shiva's rose,mint-sherbert,Mint Sherbert,Flint & Embers,29.5,False,,,,Flower,
486,Shiva's rose,mirage-plus,Mirage Plus,SKOSHA,33.5,False,,,,Flower,
487,Shiva's rose,mollo-5-lime-1-1-crisp-beverage,Mollo 5 Lime 1:1 Crisp Beverage,Mollo,5.6,False,,,,Edible,
488,Shiva's rose,moon-rock,Moon Rock,Okanagan,43.5,False,,,,Concentrate,
489,Shiva's rose,mouthpeace-full-kit,MouthPeace Full Kit,Moose Labs,9.95,False,,,,Accessories,
490,Shiva's rose,mystery-flavour-hard-candies,Mystery Flavour Hard Candies,STARTS,4.2,False,3.78,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
491,Shiva's rose,ocb-artist-tray-series-bundle-4-rolling-paper-packs,OCB Artist Tray Series Bundle + 4 Rolling Paper Packs,OCB,17.5,False,,,,Accessories,
492,Shiva's rose,ocb-black-premium-filter-tips,OCB Black Premium Filter Tips,OCB,1.25,False,,,,Accessories,
493,Shiva's rose,ocb-organic-hemp-dbl-single-wide-rolling-papers,OCB Organic Hemp DBL Single Wide Rolling Papers,OCB,2.25,False,,,,Accessories,
494,Shiva's rose,ocb-organic-slim-papers-filters,OCB Organic Slim Papers & Filters,OCB,3.0,False,,,,Accessories,
495,Shiva's rose,ocb-premium-double-single-wide-rolling-papers,OCB Premium Double Single Wide Rolling Papers,OCB,2.5,False,,,,Accessories,
496,Shiva's rose,os-reserve-sativa-flower-28g,OS.RESERVE (Sativa Flower) | 28g,Original Stash,117.2,False,,,,Flower,
497,Shiva's rose,ol-fashion-french-vanilla-12-0z-mason-jar-candle,Ol' Fashion French Vanilla 12 0z Mason Jar Candle,Beamer,19.95,False,,,,Accessories,
498,Shiva's rose,ollifetti-cake,Ollifetti Cake,Olli,8.49,False,7.64,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
499,Shiva's rose,orange-citrus-rapid-spray,Orange Citrus Rapid Spray,Feather,27.5,False,,,,Tincture,
500,Shiva's rose,organic-la-kush-pre-roll-7-pack-3-5g,Organic LA Kush Pre-Roll 7-Pack | 3.5g,1964 Supply Co.,34.75,False,,,,Pre-Rolls,
501,Shiva's rose,organic-sweet-fuel-og-pre-roll-10-pack-3g,Organic Sweet Fuel OG Pre-Roll 10-pack | 3g,Treehugger,36.5,False,,,,Pre-Rolls,
502,Shiva's rose,pacific-og-pre-roll-3-pack-1-5g,Pacific OG Pre-Roll 3-pack | 1.5g,Tantalus Labs,16.5,False,,,,Pre-Rolls,
503,Shiva's rose,panama-gold-cbg-infused-cannagar-2g,Panama Gold CBG Infused Cannagar | 2g,Buddy Homburg,28.2,False,,,,Pre-Rolls,
504,Shiva's rose,panda-stash-jar,Panda Stash Jar,Fashioncraft,27.5,False,,,,Accessories,
505,Shiva's rose,passionfruit-pals-beverage,Passionfruit Pals Beverage,Bedfellows,7.5,False,,,,Edible,
506,Shiva's rose,peach-pipe,Peach Pipe,Fashioncraft,29.95,False,,,,Accessories,
507,Shiva's rose,peach-ringz-1-0-disposable-vape-pen-0-3g,Peach Ringz 1:0 Disposable Vape Pen | 0.3g,General Admission,27.5,False,,,,Vaporizers,
508,Shiva's rose,peach-ringz-cartridge-0-95g,Peach Ringz Cartridge | 0.95g,General Admission,36.5,False,,,,Vaporizers,
509,Shiva's rose,peanut-butter-rockstar,Peanut Butter Rockstar,CANWE,8.5,False,,,,Flower,
510,Shiva's rose,pear-lemon-sparkling-beverage,Pear & Lemon Sparkling Beverage,Collective Project,8.75,False,,,,Edible,
511,Shiva's rose,pineapple-express-52497,Pineapple Express,GreenLife,12.5,False,,,,Flower,
512,Shiva's rose,pineapple-mango-balanced-soft-chews,Pineapple Mango Balanced Soft Chews,Chowie Wowie,7.0,False,6.3,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
513,Shiva's rose,pineapple-p-cold-cured-live-rosin-1g,Pineapple P Cold Cured Live Rosin | 1g,BLKMKT,63.75,False,,,,Concentrate,
514,Shiva's rose,pink-krush,Pink Krush,Favours,20.95,False,,,,Flower,
515,Shiva's rose,pink-kush-99018,Pink Kush,Pure Sunfarms,35.95,False,,,,Flower,
516,Shiva's rose,pink-kush-hash-2g,Pink Kush Hash | 2g,RAD,32.75,False,,,,Concentrate,
517,Shiva's rose,pink-kush-high-thc-cartridge-1g,Pink Kush High THC Cartridge | 1g,Pure Sunfarms,33.75,False,,,,Vaporizers,
518,Shiva's rose,pink-og-shatter-1g,Pink OG Shatter | 1g,Qwest,35.5,False,,,,Concentrate,
519,Shiva's rose,platinum-garlic,Platinum Garlic,Broken Coast Cannabis,40.25,False,,,,Flower,
520,Shiva's rose,platinum-garlic-pre-roll-3-pack-1-5g,Platinum Garlic Pre-Roll 3-pack | 1.5g,Broken Coast Cannabis,20.25,False,,,,Pre-Rolls,
521,Shiva's rose,platinum-grape,Platinum Grape,Organnicraft,37.75,False,,,,Flower,
522,Shiva's rose,platinum-kush-breath,Platinum Kush Breath,7ACRES,27.75,False,,,,Flower,
523,Shiva's rose,pomegranate-4-1-cbd-thc-gummies,Pomegranate 4:1 CBD/THC Gummies,Pearls,4.75,False,4.28,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
524,Shiva's rose,pomegranate-blueberry-acai-5-1-sour-soft-chews,Pomegranate Blueberry Acai 5:1 Sour Soft Chews,Wana,6.75,False,6.08,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
525,Shiva's rose,pop-1-4-pre-rolled-cones-banana-cream,Pop 1/4 Pre Rolled Cones - Banana Cream,POP,4.5,False,,,,Accessories,
526,Shiva's rose,pop-1-4-pre-rolled-cones-strawberry-jam,Pop 1/4 Pre Rolled Cones - Strawberry Jam,POP,4.5,False,,,,Accessories,
527,Shiva's rose,pop-1-4-pre-rolled-cones-super-sweet,Pop 1/4 Pre Rolled Cones - Super Sweet,POP,4.5,False,,,,Accessories,
528,Shiva's rose,pop-1-4-pre-rolled-cones-tropical-mango,Pop 1/4 Pre Rolled Cones - Tropical Mango,POP,4.5,False,,,,Accessories,
529,Shiva's rose,pound-cake-live-resin-badder-1g,Pound Cake Live Resin Badder | 1g,Dymond Concentrates 2.0,39.5,False,,,,Concentrate,
530,Shiva's rose,pre-rolled-cones-king-size-raw,Pre Rolled Cones-King Size-Raw,RAW,4.5,False,,,,Accessories,
531,Shiva's rose,pure-sun-cbd-pre-roll-10-pack-3g,Pure Sun CBD Pre-Roll 10-pack | 3g,Pure Sunfarms,19.75,False,,,,Pre-Rolls,
532,Shiva's rose,purple-jane-live-resin-zombie-cartridge-0-5g,Purple Jane Live Resin Zombie Cartridge | 0.5g,Purple Hills,38.5,False,,,,Vaporizers,
533,Shiva's rose,raw-5-5-round-metal-magnetic-ashtray,"RAW 5.5"" Round Metal Magnetic Ashtray",RAW,10.0,False,,,,Accessories,
534,Shiva's rose,raw-bamboo-rolling-mat,RAW Bamboo Rolling Mat,RAW,2.5,False,,,,Accessories,
535,Shiva's rose,raw-classic-black-tips,RAW Classic Black Tips,RAW,1.75,False,,,,Accessories,
536,Shiva's rose,raw-classic-original-tips,RAW Classic Original Tips,RAW,1.25,False,,,,Accessories,
537,Shiva's rose,raw-hemp-wick-10ft-3-meters,RAW Hemp Wick 10ft/ 3 Meters,RAW,3.0,False,,,,Accessories,
538,Shiva's rose,raw-tray-rolling-tray-s-rolling-trays,RAW Tray - Rolling Tray S Rolling Trays,RAW,7.45,False,,,,Accessories,
539,Shiva's rose,raw-tray-large-donut,RAW Tray Large- Donut,RAW,17.95,False,,,,Accessories,
540,Shiva's rose,rntz,RNTZ,Strains Limited,37.75,False,,,,Flower,
541,Shiva's rose,ryot-pokers,RYOT Pokers,RYOT,3.5,False,,,,Accessories,
542,Shiva's rose,rainbow-plastic-75mm-2-piece-grinder,Rainbow Plastic 75mm 2-Piece Grinder,Generic,10.0,False,,,,Accessories,
543,Shiva's rose,randy-s-6-tapered-pipe-cleaners,"Randy's 6"" Tapered Pipe Cleaners",Randy's,2.5,False,,,,Accessories,
544,Shiva's rose,randys-cleaning-brush-4,"Randys Cleaning Brush 4""",Randy's,1.5,False,,,,Accessories,
545,Shiva's rose,raspberry-cheesecake-1-1-cookies-2-pack,Raspberry Cheesecake 1:1 Cookies | 2-Pack,Olli,9.5,False,8.55,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
546,Shiva's rose,raspberry-lemonade-1-1-soft-chews,Raspberry Lemonade 1:1 Soft Chews,Fritz's Cannabis Company,7.5,False,6.75,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
547,Shiva's rose,raw-bunny-kitty-limited-edition-metal-rolling-tray-large,Raw Bunny Kitty Limited Edition Metal Rolling Tray-Large,RAW,13.75,False,,,,Accessories,
548,Shiva's rose,raw-classic-connoisseur-ks-slim-rolling-papers-and-tips,Raw Classic Connoisseur KS Slim Rolling Papers And Tips,RAW,4.0,False,,,,Accessories,
549,Shiva's rose,raw-classic-pre-rolled-wide-tips-180ct,Raw Classic Pre-Rolled Wide Tips - 180ct,RAW,14.5,False,,,,Accessories,
550,Shiva's rose,raw-large-monster-sesh-rolling-tray,Raw Large Monster Sesh Rolling Tray,RAW,15.0,False,,,,Accessories,
551,Shiva's rose,raw-organic-hemp-300s-1-1-4-rolling-papers,Raw Organic Hemp 300s 1 1/4 Rolling Papers,RAW,4.75,False,,,,Accessories,
552,Shiva's rose,raw-wood-pokers-small,Raw Wood Pokers - Small,RAW,1.0,False,,,,Accessories,
553,Shiva's rose,real-fruit-strawberry-20-1-cbd-hybrid-soft-chews-10-pack,Real Fruit Strawberry 20:1 CBD + Hybrid Soft Chews 10-pack,Wyld,22.5,False,20.25,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
554,Shiva's rose,redees-lilac-diesel-pre-roll-10-pack-4g,Redees Lilac Diesel Pre-Roll 10-pack | 4g,Redecan,20.95,False,,,,Pre-Rolls,
555,Shiva's rose,regular-beverage,Regular Beverage,Canajo,7.5,False,,,,Edible,
556,Shiva's rose,ritual-box-classic-w-lock-1jar,Ritual Box Classic /w lock (1jar),AHLOT,175.0,False,,,,Accessories,
557,Shiva's rose,roast-toast-cow-mug,Roast & Toast Cow Mug,Fashioncraft,29.95,False,,,,Accessories,
558,Shiva's rose,roor-glass-rolling-tray,RooR Glass Rolling Tray,RooR,25.0,False,,,,Accessories,
559,Shiva's rose,rose-vase-water-pipe-rose-vase,Rose Vase  Water Pipe - Rose Vase,Shivaa's Rose,165.0,False,,,,Accessories,
560,Shiva's rose,ruby-grapefruit-rapid-seltzer,Ruby Grapefruit Rapid Seltzer,Versus,5.5,False,,,,Edible,
561,Shiva's rose,ruby-grapefruit-rapid-seltzer-14312,Ruby Grapefruit Rapid Seltzer,Versus,5.5,False,,,,Edible,
562,Shiva's rose,sourz-blue-raspberry-watermelon,SOURZ Blue Raspberry Watermelon,Spinach,7.75,False,6.97,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
563,Shiva's rose,sourz-cherry-lime-gummies,SOURZ Cherry Lime Gummies,Spinach,6.75,False,6.08,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
564,Shiva's rose,sourz-peach-orange-1-1,SOURZ Peach Orange 1:1,Spinach,7.75,False,6.97,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
565,Shiva's rose,sourz-strawberry-mango-gummies,SOURZ Strawberry Mango Gummies,Spinach,7.75,False,6.97,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
566,Shiva's rose,sr-tote-bag,SR Tote Bag,Shivaa's Rose,24.0,False,,,,Apparel,
567,Shiva's rose,salted-caramel-chocolate-chip-cookies-2-pack,Salted Caramel Chocolate Chip Cookies | 2-pack,Olli,9.2,False,8.28,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
568,Shiva's rose,sativa-powered-metal-rolling-tray-medium,Sativa Powered Metal Rolling Tray - Medium,Smoke Arsenal,12.75,False,,,,Accessories,
569,Shiva's rose,shine-24k-gold-midas-king-size-cones-1-cone,Shine 24K Gold Midas King Size Cones - 1 Cone,&Shine,21.5,False,,,,Accessories,
570,Shiva's rose,shine-24k-gold-rolling-tray,Shine 24K Gold Rolling Tray,&Shine,35.0,False,,,,Accessories,
571,Shiva's rose,shivaa-s-rose-flat-water-shivaa-s-rose-lg-flat,Shivaa's Rose Flat Water - Shivaa's Rose LG Flat,Shivaa's Rose,5.25,False,,,,Accessories,
572,Shiva's rose,shivaa-s-rose-rolling-paper,Shivaa's Rose Rolling Paper,Shivaa's Rose,1.95,False,,,,Accessories,
573,Shiva's rose,shivaa-s-rose-sparkling-water-shivaa-s-rose-sparkling-lg-water,Shivaa's Rose Sparkling Water - Shivaa's Rose Sparkling LG Water,Shivaa's Rose,5.25,False,,,,Accessories,
574,Shiva's rose,sizzurp-organic-wrap,Sizzurp Organic Wrap,Crop Kingz,4.0,False,,,,Accessories,
575,Shiva's rose,skull-roast-toast-mug-small,Skull Roast & Toast Mug- Small,Smoke Arsenal,29.5,False,,,,Accessories,
576,Shiva's rose,skull-roast-toast-mug-small-white,Skull Roast & Toast Mug- Small White,Smoke Arsenal,29.5,False,,,,Accessories,
577,Shiva's rose,slap-n-tickle-by-frost-cannabis,Slap N Tickle by Frost Cannabis,Ontario Micro Growers,41.95,False,,,,Flower,
578,Shiva's rose,slick-glass-ashtray-cranium,Slick Glass Ashtray Cranium,Smoke Arsenal,6.5,False,,,,Accessories,
579,Shiva's rose,slow-burn-hemp-papers-1-25-rolling-papers-cones-and-filters,"Slow Burn Hemp Papers 1.25"" Rolling Papers, Cones and Filters",ELEMENTS,2.0,False,,,,Accessories,
580,Shiva's rose,slurricane-232-series-disposable-pen-0-3g,Slurricane 232 Series Disposable Pen | 0.3g,Kolab Project,22.75,False,,,,Vaporizers,
581,Shiva's rose,smiling-cow-stash-jar,Smiling Cow Stash Jar,Fashioncraft,27.5,False,,,,Accessories,
582,Shiva's rose,smoke-killer-whipped-strawdazzlez-n-cream-12oz,Smoke Killer - Whipped Strawdazzlez N Cream 12oz,Beamer,19.95,False,,,,Accessories,
583,Shiva's rose,smoke-off-odour-eliminator-candle-exotic-caramel-13oz,Smoke Off Odour Eliminator Candle - Exotic Caramel 13oz,Smoke Off,19.95,False,,,,Accessories,
584,Shiva's rose,sour-apple-thc-gummies,Sour Apple THC Gummies,Pearls,4.75,False,4.28,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
585,Shiva's rose,sour-cherry-punch-gummies-2-pack,Sour Cherry Punch Gummies 2-pack,Shred,4.95,False,4.46,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
586,Shiva's rose,sour-green-apple-2-1-cbd-fruit-chews-2-pack,Sour Green Apple 2:1 CBD Fruit Chews 2-pack,Olli,6.5,False,5.85,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
587,Shiva's rose,sour-megamelon-gummies-2-pack,Sour Megamelon Gummies 2-pack,SHRED,4.95,False,4.46,True,"{'bogoSpecials': None, 'saleSpecials': [{'discount': 10, 'discountStacking': None, 'menuType': 'both', 'percentDiscount': True, 'source': None, 'sourceId': None, 'specialId': '60ac6e0f90f74900cb770758', 'specialName': 'Sweet n Sour Saturdays', 'specialRestrictions': {'chocolates': {'discountType': 'percentDiscount'}, 'baked-goods': {'discountType': 'percentDiscount'}, 'gummies': {'discountType': 'percentDiscount'}, 'chews': {'discountType': 'percentDiscount'}, 'hard-candy': {'discountType': 'percentDiscount'}, 'capsules-tablets': {'discountType': 'percentDiscount'}}, 'stackingBehavior': None, 'stackingMode': None, 'targetPrice': False, '__typename': 'Products_specialData_saleSpecials'}], '__typename': 'Products_specialData'}",Edible,
588,Shiva's rose,sour-og-ruxton-pre-roll-0-5g,Sour OG (Ruxton) Pre-Roll | 0.5g,Broken Coast Cannabis,5.5,False,,,,Pre-Rolls,
589,Shiva's rose,sour-razpaartner-beverage,Sour Razpaartner Beverage,Bedfellows,7.5,False,,,,Edible,
590,Shiva's rose,sparkling-blood-orange,Sparkling Blood Orange,Little Victory,5.6,False,,,,Edible,
591,Shiva's rose,sparkling-peach-1-1-beverage,Sparkling Peach 1:1 Beverage,Little Victory,4.75,False,,,,Edible,
592,Shiva's rose,square-silicone-ashtray,Square Silicone Ashtray,Pulsar,15.75,False,,,,Accessories,
593,Shiva's rose,stoned-emoji-roast-toast-mug,Stoned Emoji Roast & Toast Mug,Fashioncraft,32.5,False,,,,Accessories,
594,Shiva's rose,stoned-jasmine-rolling-tray-medium,Stoned Jasmine Rolling Tray - Medium,Smoke Arsenal,12.75,False,,,,Accessories,
595,Shiva's rose,stoner-girl-ceramic-stash-jar-pink,Stoner Girl Ceramic Stash Jar - Pink,Generic,20.0,False,,,,Accessories,
596,Shiva's rose,strawberry-blunt-wrap-5-pack,Strawberry Blunt Wrap - 5 pack,High Tea Leaf,7.0,False,,,,Accessories,
